gene,proba_de,bf,lfc_mean,lfc_std,proba_up,detection_rate
IFIT2,0.99416,5.137167362657611,4.67258025390625,1.911920526311281,0.9866,1.0
RSAD2,0.99352,5.032533682275587,4.7836826171875,1.997944703912786,0.9848,1.0
ISG15,0.99256,4.893416615289615,4.55505359375,1.989060266165962,0.98222,1.0
IFIT1,0.992,4.820281565605036,4.3971823828125,1.984256114179414,0.98072,1.0
IFI6,0.99054,4.651177865904042,3.494241943359375,1.5774200526549975,0.98312,1.0
IFIT3,0.98942,4.538153486430422,4.43363181640625,2.201478500559389,0.97394,1.0
ISG20,0.98758,4.375949429646825,3.000538212890625,1.5432749912469053,0.98206,1.0
TNFSF10,0.9874,4.361378411867334,3.96107201171875,1.977177439521646,0.97032,1.0
LY6E,0.98562,4.227432532488266,3.163891650390625,1.5943513496563386,0.97494,1.0
IFI27,0.98304,4.0597921807154425,3.95283533203125,2.281578235365905,0.9579,1.0
CXCL10,0.97948,3.865621798292657,5.2862530859375,3.852749204972503,0.91206,1.0
OASL,0.97706,3.751665950943096,2.861449794921875,1.6407604089503929,0.96288,1.0
CXCL11,0.97592,3.701998995399862,4.98343001953125,4.070549382047191,0.8872,1.0
CD38,0.9743,3.6352282725301235,3.603309267578125,2.444734867462236,0.9255,1.0
IFITM3,0.9743,3.6352282725301235,3.413904462890625,2.199228431349384,0.9411,1.0
APOBEC3B,0.97238,3.5612065265816795,4.77123927734375,4.325608661169234,0.86444,1.0
TPCN1,0.97154,3.530382848751313,-4.101071787109375,3.472031134217479,0.11336,1.0
CXCL9,0.97088,3.506777653391626,3.99652107421875,3.844130286905012,0.84742,1.0
APOBEC3A,0.97064,3.498322443997301,4.112770712890625,4.089850780522334,0.82996,1.0
BUB1,0.96936,3.4543297150508767,4.03735705078125,3.9496401929646607,0.83846,1.0
DEFB1,0.96902,3.442943416523926,3.585420830078125,4.251901069594269,0.79098,1.0
TNFSF13B,0.96792,3.406916656234909,3.0073327734375,2.0711577991237684,0.92844,1.0
PDCD1,0.96786,3.4049860884083865,3.61282015625,3.148710929665301,0.87914,1.0
EDN1,0.9676,3.396660355937589,3.547915400390625,3.8557250533033387,0.82498,1.0
ZFP14,0.9671,3.38082924495159,-2.716430009765625,4.792895486307804,0.29096,1.0
