pathway,n_genes,n_tested,median_member,median_reference,effect,pvalue,qvalue,sign
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,18,18,3.2926109155273435,-0.0035165454101562243,3.2961274609375,2.113857462165201e-09,1.7333884872444699e-06,1
REACTOME_INTERFERON_SIGNALING,49,49,0.5449561703491211,-0.007016141357421846,0.5519723117065429,4.112428202240735e-09,1.7333884872444699e-06,1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,191,191,0.24586936500549317,-0.010880088653564435,0.2567494536590576,1.482936883934817e-05,0.004167052643856836,1
REACTOME_INTERFERON_GAMMA_SIGNALING,24,24,0.6330015409851075,-0.003621381835937465,0.6366229228210449,3.391652892802166e-05,0.007147908471580565,1
REACTOME_REGULATION_BY_C_FLIP,6,6,0.9822072924804688,-0.000986138916015622,0.9831934313964844,0.0019425632794116395,0.23394012064914457,1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,7,7,-0.7664822412109373,0.0011529275512695558,-0.7676351687622069,0.0016775914716129791,0.23394012064914457,-1
REACTOME_HSF1_ACTIVATION,15,15,0.4388300081253052,-0.003403061523437473,0.44223306964874265,0.001804323132882028,0.23394012064914457,1
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,35,35,0.6718853063488006,-0.0031935467529296546,0.6750788531017302,0.0026961333316998857,0.28410504982787543,1
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,6,6,-0.8775168420410155,0.0003155572509765947,-0.8778323992919921,0.005866946300791431,0.4332490365823773,-1
REACTOME_IRAK4_DEFICIENCY_TLR2_4,6,6,-0.6488949353027343,0.0003155572509765947,-0.649210492553711,0.006167246072347007,0.4332490365823773,-1
REACTOME_REGULATED_NECROSIS,15,15,0.5110886318969727,-0.0015849069213866862,0.5126735388183594,0.006097779931132371,0.4332490365823773,1
REACTOME_TNF_SIGNALING,9,9,0.5110886318969727,-0.0015849069213866862,0.5126735388183594,0.005322374398158583,0.4332490365823773,1
REACTOME_TRYPTOPHAN_CATABOLISM,5,5,0.8231721008300781,-0.0010137072753906018,0.8241858081054687,0.0075032161339756666,0.4345991724073618,1
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,33,33,0.26862673477172855,-0.004579207153320303,0.2732059419250489,0.006893763290090575,0.4345991724073618,1
REACTOME_INNATE_IMMUNE_SYSTEM,212,212,0.10087343322753908,-0.008281483154296831,0.10915491638183591,0.007733081359561598,0.4345991724073618,1
REACTOME_DEATH_RECEPTOR_SIGNALLING,40,40,0.32841182955026627,-0.003621381835937465,0.33203321138620373,0.009991637108234286,0.5264343801400939,1
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,11,11,0.4576841755151749,-0.0010137072753906018,0.45869788279056545,0.013119737129144549,0.6086211314909377,1
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,9,9,0.39259958500862124,-0.0010137072753906018,0.3936132922840119,0.013540954615769617,0.6086211314909377,1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,19,19,-0.24345362060546877,0.003399238891601597,-0.24685285949707036,0.01371743949979575,0.6086211314909377,-1
REACTOME_EPH_EPHRIN_SIGNALING,14,14,-0.39068532592773436,0.0003155572509765947,-0.39100088317871096,0.018906055677811152,0.7968902468197401,-1
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,5,5,-0.47880592773437497,0.0001969320678711084,-0.4790028598022461,0.025428821021738258,0.809756022703562,-1
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,6,6,0.4151538434028626,-0.0010412756347655816,0.4161951190376282,0.021530637593296202,0.809756022703562,1
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,5,5,0.40073776099205016,-0.000606370239257803,0.40134413123130797,0.02593524627876177,0.809756022703562,1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,56,56,0.2728450141525269,-0.003097515869140588,0.27594253002166746,0.022733390686892636,0.809756022703562,1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,17,17,0.26862673477172855,-0.0015849069213866862,0.27021164169311523,0.023230030831357325,0.809756022703562,1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,33,33,0.23523417236328129,-0.003907445373535129,0.23914161773681641,0.02340975882503685,0.809756022703562,1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,79,79,0.19722129791259768,-0.0015849069213866862,0.19880620483398437,0.02537463800120529,0.809756022703562,1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,9,9,-0.7664822412109373,0.0011529275512695558,-0.7676351687622069,0.029006503305304212,0.8150827428790482,-1
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,5,5,-0.6765026196289061,0.0001969320678711084,-0.6766995516967772,0.02739617435399043,0.8150827428790482,-1
REACTOME_ATTENUATION_PHASE,14,14,0.34125246105194096,-0.003097515869140588,0.34434997692108155,0.02880158659280525,0.8150827428790482,1
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,17,17,-0.16375353881835936,0.003399238891601597,-0.16715277770996095,0.031406603119396255,0.8540569816016466,-1
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,7,7,0.7509390890502929,-0.000606370239257803,0.7515454592895507,0.03377611332522436,0.8897894854113791,1
REACTOME_MRNA_EDITING,5,5,1.057635125732422,-0.000606370239257803,1.0582414959716797,0.04770950400053362,0.8899464797308222,1
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,7,7,0.9616622143554687,-0.000606370239257803,0.9622685845947265,0.03831695700754546,0.8899464797308222,1
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,10,10,0.8039958465576172,-0.000986138916015622,0.8049819854736329,0.03630481181585247,0.8899464797308222,1
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,10,10,-0.5685981176757812,0.0003155572509765947,-0.5689136749267578,0.056374209490738215,0.8899464797308222,-1
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,5,5,0.5115887279129029,-0.000606370239257803,0.5121950981521607,0.056648542233841394,0.8899464797308222,1
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,5,5,0.5115887279129029,-0.000606370239257803,0.5121950981521607,0.056648542233841394,0.8899464797308222,1
REACTOME_NOD1_2_SIGNALING_PATHWAY,9,9,0.4576841755151749,-0.0010137072753906018,0.45869788279056545,0.05696941609000052,0.8899464797308222,1
REACTOME_REGULATION_OF_TNFR1_SIGNALING,7,7,0.4576841755151749,-0.0010137072753906018,0.45869788279056545,0.04467205875615203,0.8899464797308222,1
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,7,7,0.4576841755151749,-0.0010137072753906018,0.45869788279056545,0.04590738865709813,0.8899464797308222,1
REACTOME_ABC_TRANSPORTER_DISORDERS,11,11,-0.4403425,0.0011529275512695558,-0.4414954275512696,0.0622856966834146,0.8899464797308222,-1
REACTOME_SIGNALING_BY_PTK6,17,17,-0.41289341308593747,0.0001969320678711084,-0.4130903451538086,0.052829265916884895,0.8899464797308222,-1
