gene,proba_de,bf,lfc_mean,lfc_std,proba_up,detection_rate
LY6E,0.9999,9.21024036697596,3.775880771484375,1.09889277776977,0.9946,1.0
IFI6,0.99988,9.027898807981577,4.33480607421875,1.1136438160005333,0.99472,1.0
IFIT1,0.99986,8.873728125553848,5.8447012109375,1.1420305812961944,0.99528,1.0
IFIT3,0.99982,8.622373690872353,5.53729732421875,1.1825833345688017,0.99524,1.0
ISG15,0.99978,8.421662987408371,5.29153650390625,1.3567645416864433,0.99502,1.0
RSAD2,0.99972,8.180440915587894,5.15938865234375,1.5099416067986,0.99496,1.0
ISG20,0.9997,8.11142803829918,3.5770865234375,1.2785935464278002,0.99442,1.0
IFIT2,0.99964,7.929046461698487,5.329251328125,1.2217157378776464,0.99542,1.0
TNFSF10,0.9984,6.4361503683693995,4.3906361328125,1.589662986843844,0.99366,1.0
APOBEC3A,0.98742,4.362987229563049,3.663915107421875,3.9668899863407794,0.79662,1.0
IFITM3,0.98698,4.328163139023231,3.870194169921875,1.993211226476695,0.98042,1.0
CXCL10,0.98474,4.1671426210815,5.26815783203125,3.1491482371123474,0.9592,1.0
DEFB1,0.98302,4.058593284936951,4.2209788671875,4.560284331487076,0.80908,1.0
CXCL11,0.9791,3.846884623389259,5.53398994140625,3.527747690228774,0.9476,1.0
MNDA,0.97896,3.840065395807906,2.22475751953125,3.3189937932454256,0.74166,1.0
OASL,0.97894,3.839094846918977,2.82720494140625,1.5580051951255116,0.96984,1.0
CD38,0.97642,3.723493926608235,3.54416607421875,2.2730972559993674,0.9362,1.0
CH25H,0.9755,3.6842770425124862,3.930365634765625,2.9654373294976923,0.92084,1.0
TNFSF13B,0.97154,3.530382848751313,2.950085615234375,1.9257516641982215,0.9484,1.0
GBP4,0.97106,3.5131635371459877,2.344015009765625,1.5108061477319672,0.96052,1.0
CLEC5A,0.97056,3.49551893063954,-3.6003066015625,3.80193728780085,0.17972,1.0
IDO1,0.96986,3.471298537985612,3.250647841796875,3.520360823462748,0.82356,1.0
NELL2,0.9676,3.396660355937589,-2.21043947265625,5.242802111309196,0.3278,1.0
IL1RN,0.96686,3.3733126953107067,3.485564033203125,3.3174652661807578,0.84954,1.0
LAG3,0.9665,3.3621358598173656,3.8415411328125,3.2728684866886497,0.87944,1.0
APOBEC3B,0.96586,3.342549178806983,3.790902685546875,3.815970975382739,0.84286,1.0
KRT2,0.96452,3.302661410822127,-1.5013407275390624,5.401642169674652,0.3805,1.0
S100B,0.96452,3.302661410822127,-1.3677587158203126,5.478087813762898,0.40468,1.0
CXCL1,0.96272,3.2513056216546516,-1.4343340380859375,5.30671048576122,0.4004,1.0
CLEC2D,0.96268,3.25019168568506,1.0736525390625,3.4893373563331687,0.728,1.0
CCL2,0.96264,3.2490788967692668,1.8743839453125,4.049004524331227,0.7439,1.0
NOG,0.96262,3.248522931687876,-1.228005302734375,4.649134354057888,0.39912,1.0
IL16,0.96232,3.2402175859776534,-1.2775366943359374,3.019742473125847,0.24756,1.0
MYO6,0.96186,3.2276053097573656,0.1797151415348053,5.113576098463591,0.50972,1.0
PSAT1,0.96182,3.2265155046736997,0.7745372631835937,5.703762607903231,0.56684,1.0
CD14,0.96084,3.200152084210234,-2.1887323193359376,4.035802416718926,0.27148,1.0
XCL2,0.96048,3.190626286623866,0.05026246501922607,5.007721929079648,0.50552,1.0
WNT7A,0.96046,3.190099518622389,-0.9192859448242188,5.101856792056069,0.42596,1.0
IL4I1,0.96044,3.1895730060380636,1.6368467431640625,3.230115075884403,0.73512,1.0
XCL1,0.96028,3.185370069425124,-0.13829723892211915,4.932935165036787,0.4895,1.0
CD160,0.96006,3.17961745452117,0.2300255744934082,4.733697388876266,0.52058,1.0
