pathway,n_genes,n_tested,median_member,median_reference,effect,pvalue,qvalue,sign
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,18,18,0.9416529834270477,-0.0001321387244388461,0.9417851221514866,9.29652510717005e-11,7.836970665344353e-08,1
REACTOME_INTERFERON_SIGNALING,49,49,0.025101445615291595,-0.0002891179174184799,0.025390563532710075,3.977879222221448e-08,1.6766760921663405e-05,1
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,14,14,-0.03901549428701401,0.0001388988457620144,-0.03915439313277602,6.654151849128585e-05,0.018698166696051323,-1
REACTOME_MRNA_SPLICING,44,44,-0.012579629197716713,0.00022744573652744293,-0.012807074934244156,0.00010977027269399132,0.02313408497025867,-1
REACTOME_PD_1_SIGNALING,12,12,-0.06536918878555298,0.0001288391649723053,-0.06549802795052528,0.00026171117512919416,0.036770420105651784,-1
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,33,33,0.01361798495054245,-8.587166666984558e-05,0.013703856617212296,0.00024180827751079165,0.036770420105651784,1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,6,6,-0.22842377424240112,0.00011365581303834915,-0.22853743005543947,0.0005935352781286046,0.07147860563748767,-1
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,5,5,0.05293421447277069,-2.100318670272827e-05,0.05295521765947342,0.0007657201574812271,0.08068776159458431,1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,17,17,0.025089390575885773,-4.8493966460227966e-05,0.025137884542346,0.000875579736542469,0.08201263532281126,1
REACTOME_ATTENUATION_PHASE,14,14,0.03368672728538513,-7.595494389533997e-05,0.03376268222928047,0.001228008746177132,0.09411012482066566,1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,29,29,0.013163644820451736,-8.07587057352066e-05,0.013244403526186943,0.0011278799985120869,0.09411012482066566,1
REACTOME_HSF1_ACTIVATION,15,15,0.03051862120628357,-4.8493966460227966e-05,0.030567115172743797,0.0014587430942817942,0.09956336482954167,1
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,16,16,0.022109238896518946,-7.595494389533997e-05,0.022185193840414286,0.001535378105319148,0.09956336482954167,1
REACTOME_FCGR_ACTIVATION,5,5,-0.06699234247207642,0.00010135071352124214,-0.06709369318559766,0.0016728038245013383,0.10072668743247346,-1
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,6,6,-0.04128378629684448,0.00011365581303834915,-0.04139744210988283,0.001968788104139048,0.10373052323682609,-1
REACTOME_MRNA_EDITING,5,5,0.017314530909061432,-2.100318670272827e-05,0.01733553409576416,0.0018948350537051004,0.10373052323682609,1
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,17,17,-0.04375666379928589,0.00012124748900532722,-0.043877911288291216,0.0021904424272660185,0.10603247325645176,-1
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,8,8,-0.03896687924861908,0.00011365581303834915,-0.03908053506165743,0.002264038574870856,0.10603247325645176,-1
REACTOME_METABOLISM_OF_RNA,150,150,-0.007899296004325151,0.00036567170172929764,-0.008264967706054449,0.0025465600096392024,0.11298684674346565,-1
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,56,56,-0.010308977216482162,0.00022744573652744293,-0.010536422953009605,0.003094422611060516,0.13042991305620075,-1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,191,191,0.001558840274810791,-0.00036349380388855934,0.0019223340786993504,0.004369699611641296,0.1754122272673149,1
REACTOME_MITOCHONDRIAL_BIOGENESIS,16,16,0.007861945778131485,-8.556246757507324e-05,0.007947508245706558,0.004964906493011379,0.1870210495005954,1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,56,56,0.001558840274810791,-0.00013727135956287384,0.0016961116343736649,0.005102590911641393,0.1870210495005954,1
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,6,6,0.07644296810030937,-2.0973384380340576e-05,0.07646394148468971,0.005545502316538489,0.19478576886841445,1
