gene,proba_de,bf,lfc_mean,lfc_std,proba_up,detection_rate
IFI6,1.0,11.51291546492478,4.29420138671875,1.2157045270861528,0.99184,1.0
LY6E,1.0,11.51291546492478,3.84450662109375,1.2743283205247053,0.99184,1.0
ISG15,0.99978,8.421662987408371,5.42355408203125,1.469404463943529,0.99212,1.0
ISG20,0.99972,8.180440915587894,3.596731806640625,1.4627530358581262,0.9917,1.0
IFIT2,0.99968,8.046869510959617,5.78231466796875,1.3320815076764037,0.99264,1.0
IFIT3,0.99966,7.986224882540942,5.86337681640625,1.2837726858091782,0.99264,1.0
RSAD2,0.99954,7.683823962648642,5.69368365234375,1.530181943277837,0.9926,1.0
IFIT1,0.99944,7.487013617376507,6.34682818359375,1.2589791779215649,0.9927,1.0
TNFSF10,0.99822,6.32936032859571,4.6357600390625,1.7395232242575103,0.99024,1.0
MNDA,0.992,4.820281565605036,2.47096880859375,3.5733956548823116,0.73122,1.0
CXCL11,0.98762,4.379215741123339,6.7534224609375,3.806947850851766,0.97512,1.0
CXCL10,0.98736,4.358168325854047,6.123270078125,3.325760550286064,0.97032,1.0
OASL,0.98668,4.30507910695996,3.05196302734375,1.5772798231969725,0.97662,1.0
CD38,0.9841,4.125408408678752,4.03780494140625,2.3015071330066017,0.95686,1.0
CH25H,0.98354,4.090225112825842,5.1800124609375,3.2153453544342985,0.93632,1.0
IFITM3,0.98168,3.981272030422308,3.8880321875,2.196302060330947,0.96604,1.0
APOBEC3A,0.97936,3.859668356489398,3.889871103515625,4.076915010293829,0.77916,1.0
IFI27,0.9791,3.846884623389259,3.525214814453125,1.9350192193225677,0.97178,1.0
DEFB1,0.9749,3.6594670554974873,4.941471953125,4.758089617848638,0.80716,1.0
CLEC5A,0.97366,3.609973470410839,-4.705545859375,4.171568354985783,0.14924,1.0
GBP5,0.97282,3.5777176614880943,2.40581177734375,1.6090122420662638,0.94924,1.0
CD14,0.97044,3.491327480815729,-2.658500302734375,4.118876103879702,0.25318,1.0
APOBEC3B,0.96906,3.4442766843335577,4.72249345703125,3.636615839904874,0.90592,1.0
LAG3,0.96906,3.4442766843335577,4.11080638671875,3.35943306800602,0.88882,1.0
GBP4,0.9689,3.4389535882057696,2.42760466796875,1.700664406551917,0.95324,1.0
PRR5,0.9688,3.4356400974234456,3.6301959765625,2.9126999904297457,0.88614,1.0
CCL2,0.96878,3.4349786328427148,2.0575061669921877,3.9971024287493706,0.73954,1.0
IL4I1,0.96846,3.4244505994783503,1.671885380859375,3.2728733338163583,0.71824,1.0
CCL7,0.96838,3.4218347404464264,2.5166221484375,3.911342749314974,0.76364,1.0
VCAN,0.9683,3.4192252757342523,-4.067184208984375,4.071285859244981,0.17566,1.0
BDH1,0.9675,3.393475335568246,-1.9065489794921875,4.612053879650291,0.30136,1.0
IDO1,0.96698,3.377064374224157,3.88811109375,3.652049629681691,0.83616,1.0
TNFSF13B,0.96648,3.3615183295974265,3.035699833984375,2.23734082760869,0.9211,1.0
KRT2,0.96638,3.358436003621691,-1.87771076171875,5.705367424765524,0.34958,1.0
CLEC2D,0.9662,3.3529100496313315,1.2060435498046875,3.7271509743585662,0.72406,1.0
E2F5,0.96576,3.3395208048658866,3.233399697265625,4.107279141304808,0.78386,1.0
CATSPER1,0.96532,3.32629650067507,-2.314407021484375,4.860604247882029,0.3045,1.0
KLF5,0.96524,3.323909474683129,2.009686513671875,5.004136332002295,0.67734,1.0
CCL3L1,0.965,3.3167800398495713,0.37777830627441406,6.042259546420398,0.52596,1.0
CPNE7,0.96496,3.315596383634487,-2.0590772607421877,4.75311975409777,0.34502,1.0
XCL2,0.96488,3.3132329725080703,-0.3607703044128418,5.061407353377997,0.47222,1.0
NELL2,0.96484,3.3120532116663473,-1.66964482421875,4.996349619505678,0.36598,1.0
S100A8,0.96434,3.2974143170879864,-2.360484775390625,4.634384489217427,0.283,1.0
XCL1,0.96424,3.2945102759747744,-0.6263007989501953,5.1525680153671285,0.45332,1.0
PGAP1,0.96392,3.285269608420598,1.97395169921875,3.0726798032867677,0.75474,1.0
CA6,0.9639,3.2846946894510864,0.5474154608154297,5.317179114449242,0.54176,1.0
ARHGEF35,0.9638,3.281824685374507,-3.54489314453125,2.907268990733459,0.10258,1.0
SIGLEC7,0.9638,3.281824685374507,-2.74183666015625,2.7724108717005174,0.14246,1.0
UBAC1,0.96354,3.2743982330509365,-1.86241828125,1.3499862561372784,0.0304,1.0
ZNF704,0.96352,3.2738290800872396,-3.68715796875,3.901567776353933,0.18364,1.0
NEIL1,0.96334,3.2687201704180873,-1.4344642919921875,4.885980255217406,0.38776,1.0
S100B,0.9629,3.2563325946328483,-0.7651804455566407,5.15385225111884,0.4405,1.0
CXCL1,0.96286,3.2552134662811287,-2.4466995703125,4.749360133889893,0.31372,1.0
SPRY1,0.96262,3.248522931687876,-1.9339479443359375,4.729341759018775,0.34952,1.0
CXCL9,0.96246,3.2440854756984416,3.52041494140625,3.595747809871909,0.82798,1.0
CXCR3,0.96226,3.2385641444791426,-1.266080625,4.823179636310948,0.402,1.0
G0S2,0.96202,3.2319755350862467,-2.0832932568359377,4.751838672400601,0.33648,1.0
FGFBP3,0.96198,3.2308813233685165,-0.8161727209472657,5.294046123260217,0.43606,1.0
KRT86,0.96196,3.230334632082464,-1.495618447265625,4.797702802274101,0.37294,1.0
NCAPH,0.9618,3.2259710132310326,-1.6736615771484376,4.699305198330069,0.36498,1.0
NOG,0.96178,3.2254267954712907,-0.9025471960449218,5.026444137587371,0.4338,1.0
MYB,0.96174,3.2243391798537386,-0.8473377514648438,5.179270767981484,0.4311,1.0
IGFBP4,0.96158,3.219999607555352,2.250872177734375,2.328320131514095,0.87426,1.0
KLRC2,0.96136,3.2140609392587267,-0.122417431640625,5.8585248373038,0.48708,1.0
ITGA1,0.96126,3.211372265907828,-1.1272300854492188,4.722850022439644,0.40786,1.0
CHN1,0.9611,3.2070842112048368,-0.796891484375,5.690509298077423,0.43518,1.0
MMP7,0.96106,3.206014842040838,-2.7094912109375,4.064672298411945,0.246,1.0
SDS,0.96102,3.2049465263288446,2.02180748046875,3.9541499239780484,0.69694,1.0
MMP9,0.96084,3.200152084210234,-3.39494845703125,3.367577319877175,0.17104,1.0
YES1,0.96076,3.19802800322862,-0.06294784193992614,4.807117459800635,0.49802,1.0
PTGDR,0.96064,3.194849656820991,-1.17412556640625,5.03646687742868,0.4019,1.0
FBLN5,0.9606,3.193792272926836,-0.19304438983917235,5.223982769202691,0.48368,1.0
CCNE1,0.9605,3.191153310301536,0.02445687551498413,4.772639295569595,0.50152,1.0
P2RX5,0.96018,3.1827514682499047,-0.6489981579589844,4.937810732345444,0.45694,1.0
SOCS1,0.96012,3.1811833315563947,2.15179787109375,2.5316583050480777,0.81554,1.0
KCNJ15,0.95996,3.1770126624801165,-2.68326326171875,4.157945902448161,0.2754,1.0
EPHX2,0.95992,3.175972490879524,0.14920471382141112,5.224463577452088,0.51396,1.0
AQP3,0.95974,3.1713039942349335,-1.231672236328125,5.033246465913773,0.39658,1.0
EDN1,0.95966,3.1692355225373223,2.3304292578125,4.053815932545098,0.7226,1.0
CXCL3,0.95964,3.168719018646392,-1.7044998779296876,4.751507278342072,0.3594,1.0
PDE6B,0.9596,3.1676867459984352,0.07878857578277589,4.803852101863266,0.50508,1.0
FST,0.9596,3.1676867459984352,-0.07757237426757813,4.682475943798376,0.49406,1.0
IL1B,0.95958,3.1671709767553593,-3.066463876953125,3.8876135828380125,0.22972,1.0
LYPD3,0.95916,3.1563959081294635,-1.5406965625,3.539040620897588,0.33222,1.0
MYO6,0.95904,3.153336803397046,-0.1302620147705078,4.6084441614017555,0.4966,1.0
CD8B,0.959,3.1523190081791297,-0.2654843055725098,4.953672142246566,0.48098,1.0
CD27,0.95896,3.1513021630363314,-1.2462455859375,5.037423935731566,0.39458,1.0
TNFAIP6,0.9589,3.149778672657446,1.548874736328125,4.742710049503815,0.65328,1.0
GPC2,0.95878,3.146738067472762,-1.1871587915039064,4.8304183165777665,0.39942,1.0
COL6A2,0.95876,3.1462321237260293,-0.8309925927734375,4.648582703847021,0.43048,1.0
CD79B,0.95862,3.142697077950139,-1.9819294970703125,3.8795807904034705,0.29032,1.0
SPP1,0.9586,3.142193005894262,-0.8632554663085937,4.654159052316898,0.42864,1.0
FDXR,0.95848,3.13917345747401,-0.5685321194458007,4.7382875065558725,0.4538,1.0
ATP1A3,0.9584,3.137165060093968,-1.353674755859375,4.947045295461631,0.37672,1.0
CXCR6,0.9584,3.137165060093968,-0.4752993615722656,4.404377905634234,0.45822,1.0
IFNG,0.9583,3.134659752544962,0.8109107348632812,4.831886256495334,0.56314,1.0
MRM1,0.9582,3.1321601849183125,-0.16293949254989623,4.98946087893197,0.49478,1.0
TNFRSF13C,0.9581,3.1296663297287344,-1.3789421337890626,4.248429176373459,0.36932,1.0
OSBPL7,0.95806,3.1286703810160477,-1.5040723876953126,4.5918288247383,0.36594,1.0
STX1A,0.95806,3.1286703810160477,-1.436182890625,4.1627671969407585,0.36552,1.0
PSAT1,0.95804,3.1281727472245495,1.457400166015625,4.276948102163227,0.62812,1.0
ATP6V0E2,0.958,3.1271781596874915,-1.0954630029296875,4.8315781773880335,0.38834,1.0
PLAU,0.95796,3.1261844774369583,-2.29924416015625,3.552580296170289,0.2439,1.0
EPHA4,0.95786,3.1237042211285955,-1.05612482421875,4.582410916623902,0.40838,1.0
PARD6A,0.95786,3.1237042211285955,-0.9161891674804687,5.133216141588667,0.422,1.0
RNASE1,0.95776,3.1212295852663265,-1.233921318359375,4.749807691051635,0.4116,1.0
CADM1,0.95772,3.1202412986738812,-0.7232651977539063,4.489730142290625,0.44106,1.0
FGF22,0.95768,3.11925390539307,-1.2578670434570312,4.399030978279156,0.3901,1.0
ACSM3,0.95766,3.1187605432158017,0.7858370483398438,4.672668023900427,0.57528,1.0
C1QB,0.95764,3.1182674037325735,0.3332853204727173,5.009911593671828,0.51472,1.0
